lr-Adam,step,train/loss,epoch,val/loss,val/CER,val/IER,val/DER,val/SER,train/CER,train/IER,train/DER,train/SER,test/loss,test/CER,test/IER,test/DER,test/SER
,4449,0.9098118543624878,37,,,,,,,,,,,,,,
,4499,0.9727802276611328,37,,,,,,,,,,,,,,
,4549,0.8020339012145996,37,,,,,,,,,,,,,,
,4559,,37,0.9124757051467896,27.027027130126953,8.329641342163086,1.7722641229629517,16.925121307373047,,,,,,,,,
,4559,,37,,,,,,26.891359329223633,9.991021156311035,1.7515021562576294,15.148836135864258,,,,,
0.000904603988690286,4560,,,,,,,,,,,,,,,,
,4599,0.867811918258667,38,,,,,,,,,,,,,,
,4649,0.9630492925643921,38,,,,,,,,,,,,,,
,4679,,38,1.0381741523742676,32.454586029052734,14.709792137145996,1.1741249561309814,16.570669174194336,,,,,,,,,
,4679,,38,,,,,,26.05685043334961,9.65969181060791,1.8176323175430298,14.579526901245117,,,,,
0.0008979144621664494,4680,,,,,,,,,,,,,,,,
,4699,1.023362636566162,39,,,,,,,,,,,,,,
,4749,0.8773703575134277,39,,,,,,,,,,,,,,
,4799,0.9713131189346313,39,,,,,,,,,,,,,,
,4799,,39,0.8818480968475342,26.761186599731445,8.79486083984375,1.617190957069397,16.349136352539062,,,,,,,,,
,4799,,39,,,,,,25.47954559326172,9.113784790039062,1.834307312965393,14.531454086303711,,,,,
0.0008910248254927808,4800,,,,,,,,,,,,,,,,
,4849,0.8426070213317871,40,,,,,,,,,,,,,,
,4899,0.7168558835983276,40,,,,,,,,,,,,,,
,4919,,40,0.8680274486541748,25.69782829284668,8.108108520507812,1.6836508512496948,15.9060697555542,,,,,,,,,
,4919,,40,,,,,,24.54338264465332,8.768436431884766,1.8525639772415161,13.922381401062012,,,,,
0.0008839385478088264,4920,,,,,,,,,,,,,,,,
,4949,0.6851382851600647,41,,,,,,,,,,,,,,
,4999,0.770004391670227,41,,,,,,,,,,,,,,
,5039,,41,0.8471320271492004,24.590164184570312,6.778910160064697,2.0602569580078125,15.750996589660645,,,,,,,,,
,5039,,41,,,,,,23.483596801757812,8.259026527404785,1.8095002174377441,13.415070533752441,,,,,
0.0008766591972688036,5040,,,,,,,,,,,,,,,,
,5049,0.8092982769012451,42,,,,,,,,,,,,,,
,5099,0.6964484453201294,42,,,,,,,,,,,,,,
,5149,0.9538354873657227,42,,,,,,,,,,,,,,
,5159,,42,0.8517866134643555,24.878156661987305,6.313690662384033,1.7722641229629517,16.79220199584961,,,,,,,,,
,5159,,42,,,,,,23.11130714416504,8.3758544921875,1.7838231325149536,12.951628684997559,,,,,
0.0008691904392449266,5160,,,,,,,,,,,,,,,,
,5199,0.8020249605178833,43,,,,,,,,,,,,,,
,5249,0.7557728290557861,43,,,,,,,,,,,,,,
,5279,,43,0.8556840419769287,24.12494468688965,5.649091720581055,2.303943395614624,16.17190933227539,,,,,,,,,
,5279,,43,,,,,,21.791339874267578,7.72694730758667,1.7998788356781006,12.264514923095703,,,,,
0.000861536034481782,5280,,,,,,,,,,,,,,,,
,5299,0.6358134150505066,44,,,,,,,,,,,,,,
,5349,0.7210184931755066,44,,,,,,,,,,,,,,
,5399,0.8093802332878113,44,,,,,,,,,,,,,,
,5399,,44,0.8322151899337769,25.099689483642578,8.81701374053955,1.3070447444915771,14.975631713867188,,,,,,,,,
,5399,,44,,,,,,21.742778778076172,7.760660171508789,1.8266849517822266,12.155433654785156,,,,,
0.0008536998372026804,5400,,,,,,,,,,,,,,,,
,5449,0.7262297868728638,45,,,,,,,,,,,,,,
,5499,0.743434488773346,45,,,,,,,,,,,,,,
,5519,,45,0.8570461869239807,23.770492553710938,6.956136226654053,1.8165706396102905,14.997784614562988,,,,,,,,,
,5519,,45,,,,,,20.840782165527344,7.45620059967041,1.7836023569107056,11.60097885131836,,,,,
0.0008456857931689388,5520,,,,,,,,,,,,,,,,
,5549,0.7984910607337952,46,,,,,,,,,,,,,,
,5599,0.7778971791267395,46,,,,,,,,,,,,,,
,5639,,46,0.8689248561859131,24.12494468688965,5.937084674835205,2.0602569580078125,16.12760353088379,,,,,,,,,
